PERMIT NUMBER,OWNER NAME,OPERATING NAME,BUSINESS NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Accuracy Score,Accuracy Type
CA-W-17611,"BRUTOCAO CELLARS, BRUTOCAO FAMILY ENTERPRISES, LLC, GP, BRUTOCAO MANAGEMENT, LLC, GP",,"BRUTOCAO CELLARS, BRUTOCAO FAMILY ENTERPRISES, LLC, GP, BRUTOCAO MANAGEMENT, LLC, GP",7000 HWY 128,PHILO,CA,95466,MENDOCINO,39.079127,-123.46842,1,rooftop
CA-W-17503,CYNTHIA L. PAULSON & DEBORAH E. SCHATZLEIN,BINK WINES,BINK WINES,9001 HWY 128,PHILO,CA,95466,MENDOCINO,39.056909,-123.43101,1,range_interpolation
CA-W-17427,"HANDLEY CELLARS LIMITED PARTNERSHIP, HC GP INC., GENERAL PARTNER",HANDLEY CELLARS,HANDLEY CELLARS,3151 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.119504,-123.514306,1,rooftop
CA-W-15247,"STANDISH WINE COMPANY, LLC",,STANDISH WINE COMPANY,5101 HWY. 128,PHILO,CA,95466,MENDOCINO,39.100076,-123.490489,1,rooftop
CA-W-16505,"FERRARI-CARANO VINEYARDS AND WINERY, LLC",LAZY CREEK VINEYARDS,LAZY CREEK VINEYARDS,4741 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.112747,-123.487817,1,rooftop
CA-W-15982,NAVARRO VINEYARDS LLC,NAVARRO WINERY,NAVARRO WINERY,5601 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.092039,-123.451226,1,rooftop
CA-W-2918,"ESTERLINA VINEYARDS & WINERY, LLC",ESTERLINA VINEYARDS & WINERY,ESTERLINA VINEYARDS & WINERY,1200 HOLMES RANCH RD,PHILO,CA,95466,MENDOCINO,39.136248,-123.503054,1,rooftop
CA-W-23240,"PHILLIPS HILL WINERY, LLC",PHILLIPS HILL WINERY,PHILLIPS HILL WINERY,25690 PHILO GREENWOOD RD,PHILO,CA,95466,MENDOCINO,39.104294,-123.582421,0.9,range_interpolation
CA-W-22882,"SMITH STORY WINE CELLARS, LLC",SMITH STORY WINE CELLARS,SMITH STORY WINE CELLARS,9001 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.056909,-123.43101,1,range_interpolation
CA-W-17607,"BALO VINEYARDS, LLC",BALO VINEYARDS,BALO VINEYARDS,9001 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.056909,-123.43101,1,range_interpolation
CA-W-23095,"THOMAS T. THOMAS VINEYARDS, LLC",THOMAS T. THOMAS VINEYARDS,THOMAS T. THOMAS VINEYARDS,7581 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.074128,-123.453136,1,rooftop
CA-W-3043,FRED R. BUONANNO & HEATHER A. MCKELVEY,PHILO RIDGE VINEYARDS,PHILO RIDGE VINEYARDS,27700 NASH MILL RD,PHILO,CA,95466,MENDOCINO,39.146965,-123.453496,1,rooftop
CA-W-16753,"JACKSON FAMILY WINES, INC.",,JACKSON FAMILY WINES,5500 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.096681,-123.488598,1,rooftop
CA-W-3280,VERN BOLTZ,TOULOUSE VINEYARDS,TOULOUSE VINEYARDS,8001 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.073891,-123.448017,1,rooftop
CA-W-1711,BOWAR INC.,CLAUDIA SPRINGS WINERY,CLAUDIA SPRINGS WINERY,2160 GUNTLEY RD,PHILO,CA,95466,MENDOCINO,39.128731,-123.514388,1,rooftop
CA-W-1429,"ROEDERER ESTATE, INC.",,ROEDERER ESTATE,4501 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.106458,-123.49805,1,rooftop
CA-W-21235,SIGNAL RIDGE VINEYARDS LLC,SIGNAL RIDGE VINEYARD,SIGNAL RIDGE VINEYARD,9001 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.056909,-123.43101,1,range_interpolation
CA-W-21733,CALIFORNIA CIDER HOUSE LLC,,CALIFORNIA CIDER HOUSE,6400 HIGHWAY 128,PHILO,CA,95403,MENDOCINO,39.08645,-123.474509,0.9,range_interpolation
CA-W-16760,DUCKHORN WINE COMPANY,GOLDENEYE-GC,GOLDENEYE-GC,7201 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.077169,-123.461204,1,rooftop
CA-W-16545,DUCKHORN WINE COMPANY,GOLDENEYE,GOLDENEYE,9200 HIGHWAY 128,PHILO,CA,95466,MENDOCINO,39.058085,-123.433883,1,rooftop
CA-W-15753,DANIEL F. DOOLING AND VICKI L. DOOLING,MAKAI WINERY,MAKAI WINERY,33525 MOUNTAIN VIEW RD,POINT ARENA,CA,95468,MENDOCINO,38.94389,-123.549331,1,range_interpolation
CA-W-17577,MARY JENNIFER WILSON-SCOTT & JIM SCOTT,NAUGHTY BOY VINEYARDS,NAUGHTY BOY VINEYARDS,10000 GIBSON LN,POTTER VALLEY,CA,95469,MENDOCINO,39.338628,-123.111786,1,rooftop
CA-W-23409,"MCFADDEN VINEYARD, INC.",MCFADDEN VINEYARD,MCFADDEN VINEYARD,16000 POWERHOUSE RD,POTTER VALLEY,CA,95469,MENDOCINO,39.359531,-123.130109,1,rooftop
CA-W-23271,"KIMMEL AND KIMMEL, LLC",KIMMEL AND KIMMEL,KIMMEL AND KIMMEL,12300 HAWN CREEK RD,POTTER VALLEY,CA,95469,MENDOCINO,39.324851,-123.14057,1,rooftop
CA-W-15211,MICHAEL JOHN GIRARD,MANOIR GIRARD CELLARS,MANOIR GIRARD CELLARS,12601 EEL RIVER RD,POTTER VALLEY,CA,95469,MENDOCINO,39.331813,-123.100563,1,range_interpolation
CA-W-3603,"NINA FIELDS VINEYARDS & WINERY, INC",NINA FIELD VINEYARDS & WINERY,NINA FIELD VINEYARDS & WINERY,11351 BURRIS LN,POTTER VALLEY,CA,95469,MENDOCINO,39.277811,-123.087893,1,range_interpolation
CA-W-15921,EUGENE JOSEPH MCGUINNESS MCFADDEN,MCFADDEN VINEYARD,MCFADDEN VINEYARD,16000 POWERHOUSE RD,POTTER VALLEY,CA,95469,MENDOCINO,39.359531,-123.130109,1,rooftop
CA-W-1839,WILLIAM C. PAULI,PAULI RANCH,PAULI RANCH,12507 HAWN CREEK RD,POTTER VALLEY,CA,95469,MENDOCINO,39.32649,-123.127084,1,rooftop
CA-W-17464,WESTFORK CELLARS LLC,WESTFORK CELLARS,WESTFORK CELLARS,10250 EAST RD,REDWOOD VALLEY,CA,95470,MENDOCINO,39.291761,-123.206202,1,rooftop
CA-W-1645,GREGORY EDWARD GRAZIANO,DOMAINE ST. GREGORY,DOMAINE ST. GREGORY,1170 BEL ARBRES DR,REDWOOD VALLEY,CA,95470,MENDOCINO,39.256882,-123.23645,1,range_interpolation
CA-W-17620,BROWN FAMILY WINES INC.,,BROWN FAMILY WINES,1106 BEL ARBRES DR,REDWOOD VALLEY,CA,95470,MENDOCINO,39.256773,-123.235896,1,range_interpolation
CA-W-17293,HEIRLOOM WINE GROUP LLC,HEIRLOOM WINE GROUP,HEIRLOOM WINE GROUP,7301 N STATE ST,REDWOOD VALLEY,CA,95470,MENDOCINO,39.249531,-123.209181,1,rooftop
CA-W-2026,YORKVILLE CELLARS,,YORKVILLE CELLARS,1170 BEL ARBRES DR,REDWOOD VALLEY,CA,95470,MENDOCINO,39.256882,-123.23645,1,range_interpolation
CA-W-16422,MASUT WINE COMPANY LLC,MASUT WINE COMPANY,MASUT WINE COMPANY,301 REEVES CANYON RD,REDWOOD VALLEY,CA,95470,MENDOCINO,39.273885,-123.261355,1,rooftop
CA-W-3353,"TOMKI VINEYARDS, LLC",TOMKI VINEYARDS,TOMKI VINEYARDS,13501 TOMKI RD,REDWOOD VALLEY,CA,95470,MENDOCINO,39.335451,-123.225323,1,range_interpolation
CA-W-963,"FREY VINEYARDS, LTD.",,"FREY VINEYARDS,",14000 TOMKI RD,REDWOOD VALLEY,CA,95470,MENDOCINO,39.336432,-123.22928,1,rooftop
CA-W-22339,EDWARD LOVAAS & JULIA KELLER,BLUE FOX CELLARS,BLUE FOX CELLARS,1170 BEL ARBRES DR,REDWOOD VALLEY,CA,95470,MENDOCINO,39.256882,-123.23645,1,range_interpolation
CA-W-3477,WILLIAM MARION NEESE & WILLIAM EDWARD NEESE,NEESE VINEYARDS,NEESE VINEYARDS,401 E SCHOOL WAY,REDWOOD VALLEY,CA,95470,MENDOCINO,39.264667,-123.220499,1,range_interpolation
CA-W-2193,"REDWOOD VALLEY CELLARS, L.P.",REDWOOD VALLEY CELLARS,REDWOOD VALLEY CELLARS,7051 N STATE ST,REDWOOD VALLEY,CA,95470,MENDOCINO,39.246299,-123.205469,1,rooftop
CA-W-21725,"LOLONIS FAMILY VINEYARDS & WINERY, INC.",,LOLONIS FAMILY VINEYARDS & WINERY,1905 ROAD D,REDWOOD VALLEY,CA,95470,MENDOCINO,39.268752,-123.187495,1,range_interpolation
CA-W-2508,CHARLES L. BARRA & MARTHA E. BARRA,BARRA OF MENDOCINO,BARRA OF MENDOCINO,10801 EAST RD,REDWOOD VALLEY,CA,95470,MENDOCINO,39.301505,-123.201501,1,rooftop
CA-W-2732,"MERLO RANCH, L.P.",LAGO DI MERLO,LAGO DI MERLO,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-17458,GOLDEN CELLARS LLC,GOLDEN CELLARS,GOLDEN CELLARS,501 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO,39.191806,-123.211456,1,rooftop
CA-W-21245,"VIA PACIFICA US, INC.",ET CETERA WINE COMPANY,ET CETERA WINE COMPANY,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-21214,"SIMAINE CELLARS, LLC",SIMAINE CELLARS,SIMAINE CELLARS,3001 S STATE ST STE 42,UKIAH,CA,95482,MENDOCINO,39.111342,-123.196541,1,rooftop
CA-W-1041,RUSSELL M. AND ANN C. NYBORG,WHALER VINEYARDS,WHALER VINEYARDS,6201 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO,39.075034,-123.153405,1,rooftop
CA-W-15927,"SLJ GROUP, INC.",LIONSTONE INTERNATIONAL,LIONSTONE INTERNATIONAL,2350 MCNAB RANCH,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-2710,"MICHAEL MERCIER WINERY, LTD",MICHAEL MERCIER WINERY,MICHAEL MERCIER WINERY,4921 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO,39.091706,-123.164056,1,range_interpolation
CA-W-1981,"HUSCH VINEYARDS, INC.",,HUSCH VINEYARDS,2401 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO,39.1279,-123.160889,1,rooftop
CA-W-3460,"NELSON AND SONS, INCORPORATED",NELSON FAMILY VINEYARDS,NELSON FAMILY VINEYARDS,550 NELSON RANCH RD,UKIAH,CA,95482,MENDOCINO,39.047811,-123.16817,1,rooftop
CA-W-23261,NYBORG WINE COMPANY LLC,,NYBORG WINE COMPANY,6201 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO,39.075034,-123.153405,1,rooftop
CA-W-16098,"YOKAYO WINE COMPANY, INC.",YOKAYO WINE COMPANY,YOKAYO WINE COMPANY,301 W LAKE MENDOCINO DR,UKIAH,CA,95482,MENDOCINO,39.193709,-123.216395,1,rooftop
CA-W-23097,"RHYS VINEYARDS, LLC",,RHYS VINEYARDS,1265 MASONITE RD,UKIAH,CA,95482,MENDOCINO,39.169818,-123.207588,0.8,nearest_rooftop_match
CA-W-21371,"TRINITY VALLEY VINEYARDS, LLC",SUN VALLEY VINEYARDS,SUN VALLEY VINEYARDS,1001 NELSON RANCH RD,UKIAH,CA,95482,MENDOCINO,39.044998,-123.160128,1,rooftop
CA-W-22695,SAMANTHA AND RACHEL RUDDICK,,SAMANTHA AND RACHEL RUDDICK,1001 NELSON RANCH RD,UKIAH,CA,95482,MENDOCINO,39.044998,-123.160128,1,rooftop
CA-W-17304,TRE BELLI LLC,TRE BELLI,TRE BELLI,501 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO,39.191806,-123.211456,1,rooftop
CA-W-16394,"PINK SANDS, INC.",RIVINO WINERY,RIVINO WINERY,4101 COX-SCHRADER RD,UKIAH,CA,95482,MENDOCINO,39.098149,-123.187451,1,rooftop
CA-W-2348,"CONSTELLATION BRANDS U.S. OPERATIONS, INC.",,CONSTELLATION BRANDS U.S. OPERATIONS,2399 N STATE ST,UKIAH,CA,95482,MENDOCINO,39.179878,-123.207705,1,rooftop
CA-W-3595,"MENDOCINO BREWING COMPANY, INC.",,MENDOCINO BREWING COMPANY,1601 AIRPORT RD,UKIAH,CA,95482,MENDOCINO,39.126006,-123.19966,1,range_interpolation
CA-W-2402,"W.G. BEST WEINKELLEREI, INC.",MONTESQUIEU,MONTESQUIEU,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-2729,"MCNAB RIDGE WINERY, LLC",MCNAB RIDGE WINERY,MCNAB RIDGE WINERY,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-22520,"FLAGSHIP BRANDS, INC.",FLAGSHIP BRANDS,FLAGSHIP BRANDS,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-16836,KNEZ WINERY CORP,KNEZ WINERY,KNEZ WINERY,1001 NELSON RANCH RD,UKIAH,CA,95482,MENDOCINO,39.044998,-123.160128,1,rooftop
CA-W-23039,MAHALA WINES LLC,,MAHALA WINES,160 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO,39.200308,-123.207919,1,rooftop
CA-W-21991,ROBERTS' & ROGER'S LLC,ROBERTS AND ROGERS,ROBERTS AND ROGERS,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-21866,BENISON VINEYARDS & WINERY,,BENISON VINEYARDS & WINERY,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-22428,INGER MATTERN,LOST IN THE CELLAR,LOST IN THE CELLAR,6201 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO,39.075034,-123.153405,1,rooftop
CA-W-22028,UKIAH WINE CACHE LLC,,UKIAH WINE CACHE,160 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO,39.200308,-123.207919,1,rooftop
CA-W-16466,"M. DRAXTON, INC.",DRAXTON WINES,DRAXTON WINES,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-15116,"MENDOCINO WINE GROUP, LLC",MENDOCINO WINE GROUP,MENDOCINO WINE GROUP,501 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO,39.191806,-123.211456,1,rooftop
CA-W-16919,"AEROVIN, LLC",REGENCY WINE GROUP,REGENCY WINE GROUP,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-17124,"TESTA VINEYARDS, LLC",TESTA VINEYARDS,TESTA VINEYARDS,6400 N STATE ST,UKIAH,CA,95482,MENDOCINO,39.23665,-123.203528,0.9,range_interpolation
CA-W-17671,NADIEM HANNA KHOURY,ELKFIELD VINEYARDS,ELKFIELD VINEYARDS,7801 HIGHWAY 20,UKIAH,CA,95482,MENDOCINO,39.218408,-123.08614,1,rooftop
CA-W-17700,LOUIS EDWARD BOCK,CHANCE CREEK VINEYARDS,CHANCE CREEK VINEYARDS,501 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO,39.191806,-123.211456,1,rooftop
CA-W-17721,"LUSCIOUS WINES, INC.",,LUSCIOUS WINES,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-15158,"MEYER CELLARS, LLC",MEYER CELLARS,MEYER CELLARS,19750 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO,38.944419,-123.320816,1,rooftop
CA-W-15302,"MARIETTA CELLARS, INCORPORATED",MARIETTA CELLARS,MARIETTA CELLARS,30010 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO,38.9083,-123.236571,0.9,range_interpolation
CA-W-17730,"MAPLE CREEK PARTNERS, LLC",,MAPLE CREEK PARTNERS,20799 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO,38.936371,-123.286563,1,rooftop
CA-W-2677,"MEYER FAMILY PORT, LLC",MEYER FAMILY CELLARS,MEYER FAMILY CELLARS,19750 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO,38.944419,-123.320816,1,rooftop
CA-W-3316,HOLLIS RAE HARMAN & ERIC BERNARD LEVIN,LE VIN WINERY & VINEYARDS,LE VIN WINERY & VINEYARDS,33151 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO,38.896059,-123.122614,0.8,rooftop
CA-W-21570,"JUDSON HALE WINERY, INC.",,JUDSON HALE WINERY,22000 HULBERT RD,YORKVILLE,CA,95494,MENDOCINO,38.924966,-123.229012,0.6,street_center
CA-W-22024,"METTLER WINES, LLC",METTLER FAMILY VINEYARDS,METTLER FAMILY VINEYARDS,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO COUNTY,39.035553,-123.201738,0.8,nearest_rooftop_match
CA-W-22025,DESIREA L MONAHAN,LE GRAND BERRY FARMS,LE GRAND BERRY FARMS,9545 MARIPOSA WAY,LE GRAND,CA,95333,MERCED,37.250258,-120.315242,0.9,rooftop
CA-W-565,E. & J. GALLO WINERY,LERAXA WINERY,LERAXA WINERY,18000 RIVER RD,LIVINGSTON,CA,95334,MERCED,37.374006,-120.823218,1,range_interpolation
CA-W-15858,ARLAN THOMAS,,ARLAN THOMAS,NOT PROVIDED,MERCED,CA,95340,MERCED,37.345785,-120.42415,1,place
CA-W-17687,JOHN J STRINGER,STRINGER'S ORCHARD,STRINGER'S ORCHARD,60090 HWY 395,NEW PINE CREEK,CA,97635,MODOC,42.048642,-120.312547,0.6,street_center
CA-W-22012,BLOODY POINT WINERY LLC,BLOODY POINT VINEYARD AND WINERY,BLOODY POINT VINEYARD AND WINERY,7624 N COUNTY RD 114,TULELAKE,CA,96134,MODOC,41.956719,-121.34083,1,rooftop
CA-W-3398,MINTON & MANISSE NEWELL TRUSTEE NEWELL FAMILY TRT (COMMENTS),NEWELL VINEYARDS,NEWELL VINEYARDS,51210 BRADLEY-LOCKWOOD RD,BRADLEY,CA,93426,MONTEREY,35.920482,-121.061607,1,rooftop
CA-W-22352,CULT OF 8,FOLKTALE,FOLKTALE,8940 CARMEL VALLEY RD,CARMEL,CA,93923,MONTEREY,36.528332,-121.819875,1,rooftop
CA-W-21182,"CARMELO VINEYARDS, LLC",,CARMELO VINEYARDS,124 E CARMEL VALLEY RD,CARMEL VALLEY,CA,93924,MONTEREY,36.472233,-121.716385,1,rooftop
CA-W-3067,LYNN J. SAKASEGAWA & PAUL J. STOKES,CARMEL HILLS WINERY,CARMEL HILLS WINERY,11700 CAMINO ESCONDIDO,CARMEL VALLEY,CA,93924,MONTEREY,36.537948,-121.763724,1,range_interpolation
CA-W-15796,"RANCHO SIN FRENOS, LLC",RANCHO SIN FRENOS,RANCHO SIN FRENOS,33757 CARMEL VALLEY RD,CARMEL VALLEY,CA,93924,MONTEREY,36.448926,-121.674522,1,rooftop
CA-W-20218,DAWN'S DREAM LLC,DAWN'S DREAM,DAWN'S DREAM,18181 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.411902,-121.663105,1,rooftop
CA-W-2049,"GALANTE FAMILY WINERY, INC.",GALANTE VINEYARDS,GALANTE VINEYARDS,18181 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.411902,-121.663105,1,rooftop
CA-W-23160,"SWIRLING HAWK VINEYARDS, LLC",,SWIRLING HAWK VINEYARDS,11721 HIDDEN VALLEY RD,CARMEL VALLEY,CA,93924,MONTEREY,36.546844,-121.768181,1,rooftop
CA-W-17011,"CARACCIOLI CELLARS, INC.",CARACCIOLI CELLARS,CARACCIOLI CELLARS,18181 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.411902,-121.663105,1,rooftop
CA-W-23114,"R. DEBAUCHE WINERY, LLC",,R. DEBAUCHE WINERY,37509 TASSAJARA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.381054,-121.59301,1,range_interpolation
CA-W-22968,"MASSA'S PAVO REAL CELLARS, LLC",MASSA ESTATE,MASSA ESTATE,18820 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.401063,-121.657133,1,range_interpolation
CA-W-17292,"HOLMAN RANCH, LLC",HOLMAN RANCH,HOLMAN RANCH,60 HOLMAN RD,CARMEL VALLEY,CA,93924,MONTEREY,36.48147,-121.715752,1,rooftop
CA-W-16556,RAYMOND V. SMITH,INDIGENE CELLARS,INDIGENE CELLARS,18181 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.411902,-121.663105,1,rooftop
CA-W-2974,BERNARDUS LLC,BERNARDUS,BERNARDUS,21810 PARROTT RANCH RD,CARMEL VALLEY,CA,93924,MONTEREY,36.38415,-121.602012,1,range_interpolation
CA-W-3264,ALHONA VINEYARDS LLC,ALHONA VINEYARDS,ALHONA VINEYARDS,19356 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.392194,-121.639536,1,range_interpolation
CA-W-17738,DRENCH LLC,DRENCH,DRENCH,60 HOLMAN RD,CARMEL VALLEY,CA,93924,MONTEREY,36.48147,-121.715752,1,rooftop
CA-W-3626,"CMR, LLC",CMR WINERY,CMR WINERY,37509 TASSAJARA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.381054,-121.59301,1,range_interpolation
CA-W-2041,MONTEREY WINE AND PRODUCE CORPORATION,A TASTE OF MONTEREY,A TASTE OF MONTEREY,20300 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.391323,-121.623903,1,range_interpolation
CA-W-22208,HAMMLER WINE CORP.,JOULLIAN VINEYARDS,JOULLIAN VINEYARDS,20300 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.391323,-121.623903,1,range_interpolation
CA-W-3070,WILLIAM J. AND JANA G. SAUNDERS,BOETE WINERY,BOETE WINERY,67 E CARMEL VALLEY RD,CARMEL VALLEY,CA,93924,MONTEREY,36.474614,-121.715927,1,rooftop
CA-W-21161,"COWGIRL WINERY, LLC",COWGIRL WINERY,COWGIRL WINERY,18201 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY,36.403696,-121.659229,1,rooftop
CA-W-23480,PELIO VINEYARD LLC,PELIO VINEYARDS,PELIO VINEYARDS,60 HOLMAN RD,CARMEL VALLEY,CA,93924,MONTEREY,36.48147,-121.715752,1,rooftop
CA-W-15784,SALVATORE F. ROMBI,SALVATORE ROMBI WINERY,SALVATORE ROMBI WINERY,26 TRAMPA CANYON,CARMEL VALLEY,CA,93924,MONTEREY,36.396492,-121.620405,1,rooftop
CA-W-16770,"PRIVATE CAPITAL STRATEGIES, INC.",SECRET GARDEN CELLARS,SECRET GARDEN CELLARS,26365 JEANETTE RD,CARMEL VALLEY,CA,93924,MONTEREY,36.542255,-121.755366,1,rooftop
CA-W-21315,SCOTT SHAPLEY AND LAURA HOOVER,FLYWHEEL WINES,FLYWHEEL WINES,11005 COMMERCIAL PKWY,CASTROVILLE,CA,95012,MONTEREY,36.759385,-121.741014,1,rooftop
CA-W-15423,"GARY FRANSCIONI, INC.",ROAR WINES,ROAR WINES,11005 COMMERCIAL PKWY,CASTROVILLE,CA,95012,MONTEREY,36.759385,-121.741014,1,rooftop
CA-W-17511,"TUDOR WINES, INC.",TUDOR WINES,TUDOR WINES,32720 RIVER RD,GONZALES,CA,93926,MONTEREY,36.44409,-121.445937,0.8,nearest_rooftop_match
CA-W-17667,RF WINES LLC,RAY FRANSCIONI,RAY FRANSCIONI,32720 RIVER RD,GONZALES,CA,93926,MONTEREY,36.44409,-121.445937,0.8,nearest_rooftop_match
CA-W-15514,"CONSTELLATION BRANDS U.S. OPERATIONS, INC.",,CONSTELLATION BRANDS U.S. OPERATIONS,800 S ALTA ST,GONZALES,CA,93926,MONTEREY,36.499656,-121.433427,1,rooftop
CA-W-16936,ROBERT & BARBARA MADSEN,SYCAMORE CELLARS,SYCAMORE CELLARS,45185 ARROYO SECO RD,GREENFIELD,CA,93927,MONTEREY,36.269301,-121.392794,1,rooftop
CA-W-15319,SCHEID VINEYARDS CALIFORNIA INC.,SCHEID WINERY,SCHEID WINERY,1972 HOBSON AVE,GREENFIELD,CA,93927,MONTEREY,36.275575,-121.186942,1,rooftop
CA-W-16188,MESA DEL SOL WINE CELLAR INC.,MESA DEL SOL VINEYARDS,MESA DEL SOL VINEYARDS,45803 ARROYO SECO RD,GREENFIELD,CA,93927,MONTEREY,36.256935,-121.417978,1,rooftop
CA-W-15497,DAN H. & KATHLEEN L. KARLSEN,CHOCK ROCK VINEYARD,CHOCK ROCK VINEYARD,42875 E CARMEL VALLEY RD,GREENFIELD,CA,93927,MONTEREY,36.301948,-121.474395,1,range_interpolation
CA-W-20150,"SHALE CANYON WINERY, LLC",SHALE CANYON WINES,SHALE CANYON WINES,32930 SYCAMORE FLAT RD,GREENFIELD,CA,93927,MONTEREY,36.260244,-121.390639,1,rooftop
CA-W-22135,"AGAJANIAN, INC.",AGAJANIAN VINEYARDS AND WINE COMPANY,AGAJANIAN VINEYARDS AND WINE COMPANY,1972 HOBSON AVE,GREENFIELD,CA,93927,MONTEREY,36.275575,-121.186942,1,rooftop
CA-W-15969,WENTE BROS.,,WENTE BROS.,37995 W ELM AVE,GREENFIELD,CA,93927,MONTEREY,36.289425,-121.305845,0.8,rooftop
CA-W-21316,J. LOHR WINERY CORPORATION,,J. LOHR WINERY CORPORATION,39502 CYPRESS AVE,GREENFIELD,CA,93927,MONTEREY,36.327413,-121.270763,1,range_interpolation
CA-W-17645,"ARPENT, LLC",BIRICHINO,BIRICHINO,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY,36.235645,-121.105856,1,range_interpolation
CA-W-16892,"FILINI WINE COMPANY, LLC",FILINI WINE GROWERS,FILINI WINE GROWERS,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY,36.235645,-121.105856,1,range_interpolation
CA-W-17498,J. A. SILVA,,J. A. SILVA,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY,36.235645,-121.105856,1,range_interpolation
CA-W-1924,DELICATO VINEYARDS,DELICATO MONTEREY,DELICATO MONTEREY,51955 OASIS RD,KING CITY,CA,93930,MONTEREY,36.17189,-121.123462,1,rooftop
CA-W-16754,"STUDER ENTERPRISES, INC.",,STUDER ENTERPRISES,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY,36.235645,-121.105856,1,range_interpolation
CA-W-22225,"AMERICAN VINTNERS, LLC",AMERICAN VINTNERS,AMERICAN VINTNERS,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY,36.235645,-121.105856,1,range_interpolation
CA-W-22251,ELEVATE BEVERAGE INC.,,ELEVATE BEVERAGE,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY,36.235645,-121.105856,1,range_interpolation
